SFC_Potteric_Carr_P_Q,,,,,,,,,,,,,
Degree,Radians,17.5 kV_P,17.5 kV_Q,19.0 kV_P,19.0 kV_Q,22.0 kV_P,22.0 kV_Q,25.0 kV_P,25.0 kV_Q,27.5 kV_P,27.5 kV_Q,29.0 kV_P,29.0 kV_Q
1,0.017453293,32.54504248,0.56807583,35.33461755,0.616768043,40.91376769,0.714152471,46.49291782,0.811536899,46.5,-0.593955488,46.5,-15.587576
2,0.034906585,32.53017142,1.135978618,35.31847183,1.233348213,40.89507264,1.428087405,46.47167346,1.622826597,46.5,-0.588259828,46.5,-15.58132933
3,0.052359878,32.50539136,1.703535376,35.29156776,1.849552694,40.86392056,2.141587329,46.43627337,2.433621965,46.5,-0.57877323,46.5,-15.57092506
4,0.06981317,32.47070984,2.27057322,35.25391354,2.465193782,40.82032094,2.854434906,46.38672834,3.243676029,46.5,-0.565504942,46.5,-15.55637341
5,0.087266463,32.42613742,2.836919426,35.20552063,3.080083949,40.76428705,3.566412993,46.32305346,4.052742038,46.5,-0.548467896,46.5,-15.53768871
6,0.104719755,32.37168769,3.402401479,35.14640378,3.694035892,40.69583596,4.277304717,46.24526813,4.860573542,46.5,-0.527678694,46.5,-15.51488933
7,0.122173048,32.30737724,3.966847128,35.076581,4.306862596,40.61498853,4.986893532,46.15339605,5.666924468,46.5,-0.503157586,46.5,-15.48799771
8,0.13962634,32.23322564,4.530084436,34.99607355,4.918377388,40.52176937,5.694963291,46.0474652,6.471549195,46.5,-0.474928451,46.5,-15.45704028
9,0.157079633,32.14925549,5.091941837,34.90490596,5.528393995,40.4162069,6.401298309,45.92750784,7.274202624,46.5,-0.443018769,46.5,-15.42204747
10,0.174532925,32.05549236,5.652248183,34.80310599,6.136726599,40.29833325,7.10568343,45.79356052,8.074640262,46.5,-0.407459587,46.5,-15.38305366
11,0.191986218,31.95196482,6.2108328,34.69070466,6.743189897,40.16818435,7.807904091,45.64566403,8.872618285,46.5,-0.368285486,46.5,-15.34009713
12,0.20943951,31.8387044,6.767525536,34.56773621,7.347599153,40.02579982,8.507746388,45.48386343,9.667893623,46.5,-0.325534541,46.5,-15.29322004
13,0.226892803,31.71574561,7.322156819,34.43423809,7.949770261,39.87122305,9.204997144,45.30820801,10.46022403,46.5,-0.279248277,46.5,-15.24246836
14,0.244346095,31.58312589,7.874557702,34.29025097,8.54951979,39.70450112,9.899443968,45.11875127,11.24936815,46.5,-0.229471622,46.5,-15.18789185
15,0.261799388,31.44088565,8.424559918,34.1358187,9.146665054,39.52568481,10.59087533,44.91555092,12.0350856,46.5,-0.176252855,46.5,-15.12954394
16,0.27925268,31.2890682,8.971995932,33.97098833,9.741024155,39.3348286,11.2790806,44.69866886,12.81713705,46.5,-0.119643554,46.5,-15.06748176
17,0.296705973,31.12771981,9.516698989,33.79581008,10.33241604,39.13199061,11.96385016,44.46817115,13.59528427,46.5,-0.059698532,46.5,-15.00176597
18,0.314159265,30.95688961,10.05850317,33.61033729,10.92066058,38.91723265,12.64497541,44.22412801,14.36929024,46.5,0.003524221,46.5,-14.93246078
19,0.331612558,30.77662964,10.59724343,33.41462646,11.50557858,38.69062011,13.32224888,43.96661377,15.13891918,46.5,0.069963606,46.5,-14.85963384
20,0.34906585,30.58699481,11.13275567,33.20873722,12.08699187,38.45222204,13.99546426,43.69570687,15.90393666,46.5,0.139555484,46.5,-14.78335614
21,0.366519143,30.38804288,11.66487676,32.99273227,12.66472334,38.20211105,14.6644165,43.41148983,16.66410965,46.5,0.21223275,46.5,-14.70370197
22,0.383972435,30.17983447,12.19344462,32.76667742,13.23859701,37.94036333,15.3289018,43.11404924,17.41920659,46.5,0.287925407,46.5,-14.62074882
23,0.401425728,29.96243298,12.71829823,32.53064152,13.80843808,37.6670586,15.98871778,42.80347569,18.16899747,46.5,0.36656065,46.5,-14.53457728
24,0.41887902,29.73590465,13.23927773,32.28469647,14.37407297,37.38228013,16.64366343,42.47986378,18.9132539,46.5,0.448062944,46.5,-14.44527095
25,0.436332313,29.50031847,13.75622442,32.02891719,14.93532937,37.08611465,17.29353927,42.1433121,19.65174917,46.35764331,0.532354111,46.5,-14.35291638
26,0.453785606,29.25574621,14.26898083,31.7633816,15.49203633,36.77865237,17.93814733,41.79392315,20.38425833,45.97331547,0.619353423,46.5,-14.25760292
27,0.471238898,29.00226236,14.77739077,31.48817056,16.04402426,36.45998697,18.57729125,41.43180337,21.11055824,45.57498371,0.708977689,46.5,-14.15942265
28,0.488692191,28.73994415,15.28129937,31.20336793,16.59112503,36.1302155,19.21077635,41.05706307,21.6866714,45.16276937,0.801141348,46.5,-14.05847025
29,0.506145483,28.46887147,15.78055314,30.90906045,17.13317198,35.78943842,19.83840966,40.66981638,21.76715182,44.73679802,0.895756574,46.5,-13.95484294
30,0.523598776,28.18912689,16.275,30.60533777,17.67,35.43775952,20.46,40.27018128,21.84965708,44.2971994,0.992733365,46.5,-13.84864031
31,0.541052068,27.90079564,16.76448934,30.29229241,18.20144557,35.07528594,21.07535803,39.85827948,21.93411038,43.84410743,1.091979655,46.2356042,-13.73996424
32,0.558505361,27.60396553,17.24887205,29.97001972,18.7273468,34.70212809,21.68429629,39.43423647,22.02043325,43.37766012,1.193401411,45.74371431,-13.6289188
33,0.575958653,27.29872699,17.72800059,29.63861787,19.2475435,34.31839964,22.28662931,38.99818141,22.1085457,42.89799955,1.296902743,45.23789043,-13.51561009
34,0.593411946,26.98517299,18.20172901,29.29818781,19.76187721,33.92421747,22.88217361,38.55024712,22.19836623,42.40527184,1.40238601,44.71828666,-13.40014614
35,0.610865238,26.66339904,18.669913,28.94883325,20.27019126,33.51970165,23.47074778,38.09057006,22.289812,41.89962707,1.509751933,44.18506127,-13.2826368
36,0.628318531,26.33350317,19.13240996,28.59066058,20.77233082,33.10497541,24.05217252,37.61929024,22.38279886,41.38121926,1.618899706,43.63837668,-13.16319359
37,0.645771823,25.99558585,19.589079,28.22377893,21.26814292,32.68016507,24.62627075,37.13655122,22.47724149,40.85020634,1.729727108,43.07839941,-13.04192961
38,0.663225116,25.64975003,20.03978102,27.84830003,21.75747654,32.24540004,25.19286757,36.64250004,22.57305348,40.30675005,1.84213062,42.50530005,-12.91895937
39,0.680678408,25.29610105,20.48437873,27.46433828,22.24018262,31.80081274,25.7517904,36.13728721,22.67014739,39.75101593,1.956005541,41.91925316,-12.79439869
40,0.698131701,24.93474662,20.9227367,27.07201062,22.71611413,31.34653861,26.30286899,35.62106661,22.76843492,39.18317327,2.071246107,41.32043726,-12.66836455
41,0.715584993,24.56579684,21.35472139,26.67143657,23.18512608,30.88271602,26.84593547,35.09399548,22.86782694,38.60339503,2.187745607,40.70903476,-12.54097496
42,0.733038286,24.18936407,21.78020124,26.26273813,23.64707563,30.40948626,27.38082441,34.55623438,22.96823364,38.01185782,2.305396506,40.08523189,-12.41234887
43,0.750491578,23.80556299,22.19904662,25.84603982,24.10182204,29.92699347,27.90737289,34.00794713,23.06956459,37.40874184,2.424090562,39.44921867,-12.28260597
44,0.767944871,23.4145105,22.61112996,25.42146854,24.54922681,29.43538463,28.42542052,33.44930072,23.17172887,36.79423079,2.543718951,38.80118883,-12.15186659
45,0.785398163,23.01632573,23.01632573,24.98915365,24.98915365,28.93480949,28.93480949,32.88046533,23.27463515,36.16851186,2.664172385,38.14133978,-12.02025157
46,0.802851456,22.61112996,23.4145105,24.54922681,25.42146854,28.42542052,29.43538463,32.30161423,23.37819182,35.53177565,2.785341236,37.4698725,-11.88788211
47,0.820304748,22.19904662,23.80556299,24.10182204,25.84603982,27.90737289,29.92699347,31.71292374,23.48230704,34.88421612,2.907115661,36.78699154,-11.75487964
48,0.837758041,21.78020124,24.18936407,23.64707563,26.26273813,27.38082441,30.40948626,31.1145732,23.5868889,34.22603052,3.029385718,36.09290491,-11.62136568
49,0.855211333,21.35472139,24.56579684,23.18512608,26.67143657,26.84593547,30.88271602,30.50674485,23.69184548,33.55741933,3.152041492,35.38782402,-11.48746172
50,0.872664626,20.9227367,24.93474662,22.71611413,27.07201062,26.30286899,31.34653861,29.88962385,23.79708498,32.87858624,3.274973219,34.67196367,-11.35328906
51,0.890117919,20.48437873,25.29610105,22.24018262,27.46433828,25.7517904,31.80081274,29.26339818,23.9025158,32.189738,3.398071403,33.94554189,-11.2189687
52,0.907571211,20.03978102,25.64975003,21.75747654,27.84830003,25.19286757,32.24540004,28.6282586,24.00804664,31.49108446,3.52122694,33.20877998,-11.08462119
53,0.925024504,19.589079,25.99558585,21.26814292,28.22377893,24.62627075,32.68016507,27.98439858,24.11358661,30.78283843,3.644331238,32.46190235,-10.95036648
54,0.942477796,19.13240996,26.33350317,20.77233082,28.59066058,24.05217252,33.10497541,27.33201423,24.21904533,30.06521565,3.767276337,31.70513651,-10.81632384
55,0.959931089,18.669913,26.66339904,20.27019126,28.94883325,23.47074778,33.51970165,26.67130429,24.32433303,29.33843472,3.889955027,30.93871298,-10.68261167
56,0.977384381,18.20172901,26.98517299,19.76187721,29.29818781,22.88217361,33.92421747,26.00247001,24.42936063,28.60271701,4.012260967,30.16286521,-10.5493474
57,0.994837674,17.72800059,27.29872699,19.2475435,29.63861787,22.28662931,34.31839964,25.32571513,24.53403986,27.85828664,4.134088798,29.37782955,-10.41664737
58,1.012290966,17.24887205,27.60396553,18.7273468,29.97001972,21.68429629,34.70212809,24.64124579,24.63828333,27.10537037,4.255334262,28.58384511,-10.28462666
59,1.029744259,16.76448934,27.90079564,18.20144557,30.29229241,21.07535803,35.07528594,23.94927048,24.74200466,26.34419753,4.375894315,27.78115376,-10.15339902
60,1.047197551,16.275,28.18912689,17.67,30.60533777,20.46,35.43775952,23.25,24.84511853,25.575,4.495667235,26.97,-10.02307669
61,1.064650844,15.78055314,28.46887147,17.13317198,30.90906045,19.83840966,35.78943842,22.54364734,24.9475408,24.79801208,4.614552739,26.15063092,-9.893770321
62,1.082104136,15.28129937,28.73994415,16.59112503,31.20336793,19.21077635,36.1302155,21.83042767,25.04918861,24.01347044,4.732452084,25.3232961,-9.765588844
63,1.099557429,14.77739077,29.00226236,16.04402426,31.48817056,18.57729125,36.45998697,21.11055824,25.14998042,23.22161406,4.849268179,24.48824756,-9.638639334
64,1.117010721,14.26898083,29.25574621,15.49203633,31.7633816,17.93814733,36.77865237,20.38425833,25.24983615,22.42268416,4.964905686,23.64573966,-9.513026914
65,1.134464014,13.75622442,29.50031847,14.93532937,32.02891719,17.29353927,37.08611465,19.65174917,25.34867724,21.61692409,5.079271121,22.79602904,-9.388854632
66,1.151917306,13.23927773,29.73590465,14.37407297,32.28469647,16.64366343,37.38228013,18.9132539,25.44642673,20.80457929,5.192272959,21.93937453,-9.266223357
67,1.169370599,12.71829823,29.96243298,13.80843808,32.53064152,15.98871778,37.6670586,18.16899747,25.54300934,19.98589722,5.303821722,21.07603707,-9.145231667
68,1.186823891,12.19344462,30.17983447,13.23859701,32.76667742,15.3289018,37.94036333,17.41920659,25.63835156,19.16112725,5.413830083,20.20627965,-9.025975745
69,1.204277184,11.66487676,30.38804288,12.66472334,32.99273227,14.6644165,38.20211105,16.66410965,25.73238172,18.33052062,5.52221295,19.3303672,-8.908549281
70,1.221730476,11.13275567,30.58699481,12.08699187,33.20873722,13.99546426,38.45222204,15.90393666,25.82503006,17.49433033,5.628887559,18.44856653,-8.793043369
71,1.239183769,10.59724343,30.77662964,11.50557858,33.41462646,13.32224888,38.69062011,15.13891918,25.91622881,16.6528111,5.733773558,17.56114625,-8.679546414
72,1.256637061,10.05850317,30.95688961,10.92066058,33.61033729,12.64497541,38.91723265,14.36929024,26.00591225,15.80621926,5.836793092,16.66837668,-8.568144039
73,1.274090354,9.516698989,31.12771981,10.33241604,33.79581008,11.96385016,39.13199061,13.59528427,26.09401678,14.9548127,5.937870877,15.77052975,-8.458919
74,1.291543646,8.971995932,31.2890682,9.741024155,33.97098833,11.2790806,39.3348286,12.81713705,26.18048098,14.09885075,6.036934285,14.86787897,-8.351951097
75,1.308996939,8.424559918,31.44088565,9.146665054,34.1358187,10.59087533,39.52568481,12.0350856,26.26524568,13.23859416,6.13391341,13.96069929,-8.247317096
76,1.326450232,7.874557702,31.58312589,8.54951979,34.29025097,9.899443968,39.70450112,11.24936815,26.34825401,12.37430496,6.22874114,13.04926705,-8.14509065
77,1.343903524,7.322156819,31.71574561,7.949770261,34.43423809,9.204997144,39.87122305,10.46022403,26.42945146,11.50624643,6.321353225,12.13385987,-8.045342228
78,1.361356817,6.767525536,31.8387044,7.347599153,34.56773621,8.507746388,40.02579982,9.667893623,26.50878592,10.63468299,6.411688336,11.2147566,-7.948139041
79,1.378810109,6.2108328,31.95196482,6.743189897,34.69070466,7.807904091,40.16818435,8.872618285,26.58620774,9.759880114,6.499688129,10.29223721,-7.853544984
80,1.396263402,5.652248183,32.05549236,6.136726599,34.80310599,7.10568343,40.29833325,8.074640262,26.6616698,8.882104288,6.585297294,9.366582703,-7.761620567
81,1.413716694,5.091941837,32.14925549,5.528393995,34.90490596,6.401298309,40.4162069,7.274202624,26.7351275,8.001622887,6.668463612,8.438075044,-7.672422863
82,1.431169987,4.530084436,32.23322564,4.918377388,34.99607355,5.694963291,40.52176937,6.471549195,26.80653883,7.118704114,6.749138002,7.506997066,-7.586005452
83,1.448623279,3.966847128,32.30737724,4.306862596,35.076581,4.986893532,40.61498853,5.666924468,26.87586442,6.233616915,6.82727456,6.573632383,-7.502418377
84,1.466076572,3.402401479,32.37168769,3.694035892,35.14640378,4.277304717,40.69583596,4.860573542,26.94306754,5.346630896,6.902830606,5.638265309,-7.421708094
85,1.483529864,2.836919426,32.42613742,3.080083949,35.20552063,3.566412993,40.76428705,4.052742038,27.00811417,4.458016242,6.975766715,4.701180764,-7.343917438
86,1.500983157,2.27057322,32.47070984,2.465193782,35.25391354,2.854434906,40.82032094,3.243676029,27.07097298,3.568043632,7.046046751,3.762664194,-7.269085583
87,1.518436449,1.703535376,32.50539136,1.849552694,35.29156776,2.141587329,40.86392056,2.433621965,27.1316154,2.676984162,7.113637895,2.82300148,-7.197248014
88,1.535889742,1.135978618,32.53017142,1.233348213,35.31847183,1.428087405,40.89507264,1.622826597,27.19001561,1.785109256,7.178510668,1.882478852,-7.128436498
89,1.553343034,0.56807583,32.54504248,0.616768043,35.33461755,0.714152471,40.91376769,0.811536899,27.24615056,0.892690589,7.24063895,0.941382803,-7.062679069
90,1.570796327,1.99E-15,32.55,2.16E-15,35.34,2.51E-15,40.92,2.85E-15,27.3,3.13E-15,7.3,3.30E-15,-7
91,1.588249619,-0.56807583,32.54504248,-0.616768043,35.33461755,-0.714152471,40.91376769,-0.811536899,27.35154648,-0.892690589,7.356574462,-0.941382803,-6.940419801
92,1.605702912,-1.135978618,32.53017142,-1.233348213,35.31847183,-1.428087405,40.89507264,-1.622826597,27.40077534,-1.785109256,7.410346377,-1.882478852,-6.883955205
93,1.623156204,-1.703535376,32.50539136,-1.849552694,35.29156776,-2.141587329,40.86392056,-2.433621965,27.44767475,-2.676984162,7.461303182,-2.82300148,-6.830619165
94,1.640609497,-2.27057322,32.47070984,-2.465193782,35.25391354,-2.854434906,40.82032094,-3.243676029,27.49223567,-3.568043632,7.509435714,-3.762664194,-6.780420859
95,1.658062789,-2.836919426,32.42613742,-3.080083949,35.20552063,-3.566412993,40.76428705,-4.052742038,27.53445188,-4.458016242,7.5547382,-4.701180764,-6.73336569
96,1.675516082,-3.402401479,32.37168769,-3.694035892,35.14640378,-4.277304717,40.69583596,-4.860573542,27.57431995,-5.346630896,7.597208254,-5.638265309,-6.689455302
97,1.692969374,-3.966847128,32.30737724,-4.306862596,35.076581,-4.986893532,40.61498853,-5.666924468,27.61183923,-6.233616915,7.636846856,-6.573632383,-6.648687592
98,1.710422667,-4.530084436,32.23322564,-4.918377388,34.99607355,-5.694963291,40.52176937,-6.471549195,27.64701187,-7.118704114,7.673658342,-7.506997066,-6.611056729
99,1.727875959,-5.091941837,32.14925549,-5.528393995,34.90490596,-6.401298309,40.4162069,-7.274202624,27.67984274,-8.001622887,7.70765038,-8.438075044,-6.57655318
100,1.745329252,-5.652248183,32.05549236,-6.136726599,34.80310599,-7.10568343,40.29833325,-8.074640262,27.71033948,-8.882104288,7.738833942,-9.366582703,-6.545163738
101,1.762782545,-6.2108328,31.95196482,-6.743189897,34.69070466,-7.807904091,40.16818435,-8.872618285,27.73851243,-9.759880114,7.767223279,-10.29223721,-6.516871553
102,1.780235837,-6.767525536,31.8387044,-7.347599153,34.56773621,-8.507746388,40.02579982,-9.667893623,27.7643746,-10.63468299,7.792835885,-11.2147566,-6.491656172
103,1.79768913,-7.322156819,31.71574561,-7.949770261,34.43423809,-9.204997144,39.87122305,-10.46022403,27.78794167,-11.50624643,7.815692461,-12.13385987,-6.469493578
104,1.815142422,-7.874557702,31.58312589,-8.54951979,34.29025097,-9.899443968,39.70450112,-11.24936815,27.80923195,-12.37430496,7.835816874,-13.04926705,-6.45035624
105,1.832595715,-8.424559918,31.44088565,-9.146665054,34.1358187,-10.59087533,39.52568481,-12.0350856,27.82826632,-13.23859416,7.85323611,-13.96069929,-6.434213157
106,1.850049007,-8.971995932,31.2890682,-9.741024155,33.97098833,-11.2790806,39.3348286,-12.81713705,27.8450682,-14.09885075,7.86798023,-14.86787897,-6.421029919
107,1.8675023,-9.516698989,31.12771981,-10.33241604,33.79581008,-11.96385016,39.13199061,-13.59528427,27.85966354,-14.9548127,7.880082312,-15.77052975,-6.41076876
108,1.884955592,-10.05850317,30.95688961,-10.92066058,33.61033729,-12.64497541,38.91723265,-14.36929024,27.87208071,-15.80621926,7.8895784,-16.66837668,-6.403388623
109,1.902408885,-10.59724343,30.77662964,-11.50557858,33.41462646,-13.32224888,38.69062011,-15.13891918,27.88235053,-16.6528111,7.896507442,-17.56114625,-6.398845228
110,1.919862177,-11.13275567,30.58699481,-12.08699187,33.20873722,-13.99546426,38.45222204,-15.90393666,27.89050613,-17.49433033,7.900911228,-18.44856653,-6.397091137
111,1.93731547,-11.66487676,30.38804288,-12.66472334,32.99273227,-14.6644165,38.20211105,-16.66410965,27.89658297,-18.33052062,7.902834324,-19.3303672,-6.398075833
112,1.954768762,-12.19344462,30.17983447,-13.23859701,32.76667742,-15.3289018,37.94036333,-17.41920659,27.90061876,-19.16112725,7.902324002,-20.20627965,-6.401745795
113,1.972222055,-12.71829823,29.96243298,-13.80843808,32.53064152,-15.98871778,37.6670586,-18.16899747,27.90265338,-19.98589722,7.899430166,-21.07603707,-6.40804458
114,1.989675347,-13.23927773,29.73590465,-14.37407297,32.28469647,-16.64366343,37.38228013,-18.9132539,27.90272884,-20.80457929,7.894205281,-21.93937453,-6.416912908
115,2.00712864,-13.75622442,29.50031847,-14.93532937,32.02891719,-17.29353927,37.08611465,-19.65174917,27.90088921,-21.61692409,7.886704287,-22.79602904,-6.428288749
116,2.024581932,-14.26898083,29.25574621,-15.49203633,31.7633816,-17.93814733,36.77865237,-20.38425833,27.89718055,-22.42268416,7.876984523,-23.64573966,-6.442107413
117,2.042035225,-14.77739077,29.00226236,-16.04402426,31.48817056,-18.57729125,36.45998697,-21.11055824,27.89165084,-23.22161406,7.865105641,-24.48824756,-6.458301648
118,2.059488517,-15.28129937,28.73994415,-16.59112503,31.20336793,-19.21077635,36.1302155,-21.83042767,27.88434991,-24.01347044,7.851129517,-25.3232961,-6.476801733
