SFC_Potteric_Carr_P_Q,,,,,,,,,,,,,
244,4.258603375,-14.26898083,-29.25574621,-15.49203633,-31.7633816,-17.93814733,-36.77865237,-20.38425833,-41.79392315,-22.42268416,-45.97331547,-23.64573966,-48.48095086
245,4.276056667,-13.75622442,-29.50031847,-14.93532937,-32.02891719,-17.29353927,-37.08611465,-19.65174917,-42.1433121,-21.61692409,-46.35764331,-22.79602904,-48.88624203
246,4.29350996,-13.23927773,-29.73590465,-14.37407297,-32.28469647,-16.64366343,-37.38228013,-18.9132539,-42.47986378,-20.80457929,-46.72785016,-21.93937453,-49.27664199
247,4.310963252,-12.71829823,-29.96243298,-13.80843808,-32.53064152,-15.98871778,-37.6670586,-18.16899747,-42.80347569,-19.98589722,-47.08382325,-21.07603707,-49.6520318
248,4.328416545,-12.19344462,-30.17983447,-13.23859701,-32.76667742,-15.3289018,-37.94036333,-17.41920659,-43.11404924,-19.16112725,-47.42545416,-20.20627965,-50.01229712
249,4.345869837,-11.66487676,-30.38804288,-12.66472334,-32.99273227,-14.6644165,-38.20211105,-16.66410965,-43.41148983,-18.33052062,-47.75263882,-19.3303672,-50.35732821
250,4.36332313,-11.13275567,-30.58699481,-12.08699187,-33.20873722,-13.99546426,-38.45222204,-15.90393666,-43.69570687,-17.49433033,-48.06527755,-18.44856653,-50.68701997
251,4.380776423,-10.59724343,-30.77662964,-11.50557858,-33.41462646,-13.32224888,-38.69062011,-15.13891918,-43.96661377,-16.6528111,-48.36327514,-17.56114625,-51.00127197
252,4.398229715,-10.05850317,-30.95688961,-10.92066058,-33.61033729,-12.64497541,-38.91723265,-14.36929024,-44.22412801,-15.80621926,-48.64654081,-16.66837668,-51.29998849
253,4.415683008,-9.516698989,-31.12771981,-10.33241604,-33.79581008,-11.96385016,-39.13199061,-13.59528427,-44.46817115,-14.9548127,-48.91498827,-15.77052975,-51.58307854
254,4.4331363,-8.971995932,-31.2890682,-9.741024155,-33.97098833,-11.2790806,-39.3348286,-12.81713705,-44.69866886,-14.09885075,-49.16853575,-14.86787897,-51.85045588
255,4.450589593,-8.424559918,-31.44088565,-9.146665054,-34.1358187,-10.59087533,-39.52568481,-12.0350856,-44.91555092,-13.23859416,-49.40710601,-13.96069929,-52.10203907
256,4.468042885,-7.874557702,-31.58312589,-8.54951979,-34.29025097,-9.899443968,-39.70450112,-11.24936815,-45.11875127,-12.37430496,-49.6306264,-13.04926705,-52.33775148
257,4.485496178,-7.322156819,-31.71574561,-7.949770261,-34.43423809,-9.204997144,-39.87122305,-10.46022403,-45.30820801,-11.50624643,-49.83902881,-12.13385987,-52.55752129
258,4.50294947,-6.767525536,-31.8387044,-7.347599153,-34.56773621,-8.507746388,-40.02579982,-9.667893623,-45.48386343,-10.63468299,-50.03224978,-11.2147566,-52.76128158
259,4.520402763,-6.2108328,-31.95196482,-6.743189897,-34.69070466,-7.807904091,-40.16818435,-8.872618285,-45.64566403,-9.759880114,-50.21023043,-10.29223721,-52.94897028
260,4.537856055,-5.652248183,-32.05549236,-6.136726599,-34.80310599,-7.10568343,-40.29833325,-8.074640262,-45.79356052,-8.882104288,-50.37291657,-9.366582703,-53.1205302
261,4.555309348,-5.091941837,-32.14925549,-5.528393995,-34.90490596,-6.401298309,-40.4162069,-7.274202624,-45.92750784,-8.001622887,-50.52025862,-8.438075044,-53.27590909
262,4.57276264,-4.530084436,-32.23322564,-4.918377388,-34.99607355,-5.694963291,-40.52176937,-6.471549195,-46.0474652,-7.118704114,-50.65221172,-7.506997066,-53.41505963
263,4.590215933,-3.966847128,-32.30737724,-4.306862596,-35.076581,-4.986893532,-40.61498853,-5.666924468,-46.15339605,-6.233616915,-50.76873566,-6.573632383,-53.53793942
264,4.607669225,-3.402401479,-32.37168769,-3.694035892,-35.14640378,-4.277304717,-40.69583596,-4.860573542,-46.24526813,-5.346630896,-50.86979495,-5.638265309,-53.64451104
265,4.625122518,-2.836919426,-32.42613742,-3.080083949,-35.20552063,-3.566412993,-40.76428705,-4.052742038,-46.32305346,-4.458016242,-50.95535881,-4.701180764,-53.73474202
266,4.64257581,-2.27057322,-32.47070984,-2.465193782,-35.25391354,-2.854434906,-40.82032094,-3.243676029,-46.38672834,-3.568043632,-51.02540117,-3.762664194,-53.80860487
267,4.660029103,-1.703535376,-32.50539136,-1.849552694,-35.29156776,-2.141587329,-40.86392056,-2.433621965,-46.43627337,-2.676984162,-51.0799007,-2.82300148,-53.8660771
268,4.677482395,-1.135978618,-32.53017142,-1.233348213,-35.31847183,-1.428087405,-40.89507264,-1.622826597,-46.47167346,-1.785109256,-51.1188408,-1.882478852,-53.90714121
269,4.694935688,-0.56807583,-32.54504248,-0.616768043,-35.33461755,-0.714152471,-40.91376769,-0.811536899,-46.49291782,-0.892690589,-51.14220961,-0.941382803,-53.93178468
270,4.71238898,-5.98E-15,-32.55,-6.49E-15,-35.34,-7.52E-15,-40.92,-8.55E-15,-46.5,-9.40E-15,-51.15,-9.91E-15,-53.94
271,4.729842273,0.56807583,-32.54504248,0.616768043,-35.33461755,0.714152471,-40.91376769,0.811536899,-46.49291782,0.892690589,-51.14220961,0.941382803,-53.93178468
272,4.747295565,1.135978618,-32.53017142,1.233348213,-35.31847183,1.428087405,-40.89507264,1.622826597,-46.47167346,1.785109256,-51.1188408,1.882478852,-53.90714121
273,4.764748858,1.703535376,-32.50539136,1.849552694,-35.29156776,2.141587329,-40.86392056,2.433621965,-46.43627337,2.676984162,-51.0799007,2.82300148,-53.8660771
274,4.78220215,2.27057322,-32.47070984,2.465193782,-35.25391354,2.854434906,-40.82032094,3.243676029,-46.38672834,3.568043632,-51.02540117,3.762664194,-53.80860487
275,4.799655443,2.836919426,-32.42613742,3.080083949,-35.20552063,3.566412993,-40.76428705,4.052742038,-46.32305346,4.458016242,-50.95535881,4.701180764,-53.73474202
276,4.817108736,3.402401479,-32.37168769,3.694035892,-35.14640378,4.277304717,-40.69583596,4.860573542,-46.24526813,5.346630896,-50.86979495,5.638265309,-53.64451104
277,4.834562028,3.966847128,-32.30737724,4.306862596,-35.076581,4.986893532,-40.61498853,5.666924468,-46.15339605,6.233616915,-50.76873566,6.573632383,-53.53793942
278,4.852015321,4.530084436,-32.23322564,4.918377388,-34.99607355,5.694963291,-40.52176937,6.471549195,-46.0474652,7.118704114,-50.65221172,7.506997066,-53.41505963
279,4.869468613,5.091941837,-32.14925549,5.528393995,-34.90490596,6.401298309,-40.4162069,7.274202624,-45.92750784,8.001622887,-50.52025862,8.438075044,-53.27590909
280,4.886921906,5.652248183,-32.05549236,6.136726599,-34.80310599,7.10568343,-40.29833325,8.074640262,-45.79356052,8.882104288,-50.37291657,9.366582703,-53.1205302
281,4.904375198,6.2108328,-31.95196482,6.743189897,-34.69070466,7.807904091,-40.16818435,8.872618285,-45.64566403,9.759880114,-50.21023043,10.29223721,-52.94897028
282,4.921828491,6.767525536,-31.8387044,7.347599153,-34.56773621,8.507746388,-40.02579982,9.667893623,-45.48386343,10.63468299,-50.03224978,11.2147566,-52.76128158
283,4.939281783,7.322156819,-31.71574561,7.949770261,-34.43423809,9.204997144,-39.87122305,10.46022403,-45.30820801,11.50624643,-49.83902881,12.13385987,-52.55752129
284,4.956735076,7.874557702,-31.58312589,8.54951979,-34.29025097,9.899443968,-39.70450112,11.24936815,-45.11875127,12.37430496,-49.6306264,13.04926705,-52.33775148
285,4.974188368,8.424559918,-31.44088565,9.146665054,-34.1358187,10.59087533,-39.52568481,12.0350856,-44.91555092,13.23859416,-49.40710601,13.96069929,-52.10203907
286,4.991641661,8.971995932,-31.2890682,9.741024155,-33.97098833,11.2790806,-39.3348286,12.81713705,-44.69866886,14.09885075,-49.16853575,14.86787897,-51.85045588
287,5.009094953,9.516698989,-31.12771981,10.33241604,-33.79581008,11.96385016,-39.13199061,13.59528427,-44.46817115,14.9548127,-48.91498827,15.77052975,-51.58307854
288,5.026548246,10.05850317,-30.95688961,10.92066058,-33.61033729,12.64497541,-38.91723265,14.36929024,-44.22412801,15.80621926,-48.64654081,16.66837668,-51.29998849
289,5.044001538,10.59724343,-30.77662964,11.50557858,-33.41462646,13.32224888,-38.69062011,15.13891918,-43.96661377,16.6528111,-48.36327514,17.56114625,-51.00127197
290,5.061454831,11.13275567,-30.58699481,12.08699187,-33.20873722,13.99546426,-38.45222204,15.90393666,-43.69570687,17.49433033,-48.06527755,18.44856653,-50.68701997
291,5.078908123,11.66487676,-30.38804288,12.66472334,-32.99273227,14.6644165,-38.20211105,16.66410965,-43.41148983,18.33052062,-47.75263882,19.3303672,-50.35732821
292,5.096361416,12.19344462,-30.17983447,13.23859701,-32.76667742,15.3289018,-37.94036333,17.41920659,-43.11404924,19.16112725,-47.42545416,20.20627965,-50.01229712
293,5.113814708,12.71829823,-29.96243298,13.80843808,-32.53064152,15.98871778,-37.6670586,18.16899747,-42.80347569,19.98589722,-47.08382325,21.07603707,-49.6520318
294,5.131268001,13.23927773,-29.73590465,14.37407297,-32.28469647,16.64366343,-37.38228013,18.9132539,-42.47986378,20.80457929,-46.72785016,21.93937453,-49.27664199
295,5.148721293,13.75622442,-29.50031847,14.93532937,-32.02891719,17.29353927,-37.08611465,19.65174917,-42.1433121,21.61692409,-46.35764331,22.79602904,-48.88624203
296,5.166174586,14.26898083,-29.25574621,15.49203633,-31.7633816,17.93814733,-36.77865237,20.38425833,-41.79392315,22.42268416,-45.97331547,23.64573966,-48.48095086
297,5.183627878,14.77739077,-29.00226236,16.04402426,-31.48817056,18.57729125,-36.45998697,21.11055824,-41.43180337,23.22161406,-45.57498371,24.48824756,-48.06089191
298,5.201081171,15.28129937,-28.73994415,16.59112503,-31.20336793,19.21077635,-36.1302155,21.83042767,-41.05706307,24.01347044,-45.16276937,25.3232961,-47.62619316
299,5.218534463,15.78055314,-28.46887147,17.13317198,-30.90906045,19.83840966,-35.78943842,22.54364734,-40.66981638,24.79801208,-44.73679802,26.15063092,-47.176987
300,5.235987756,16.275,-28.18912689,17.67,-30.60533777,20.46,-35.43775952,23.25,-40.27018128,25.575,-44.2971994,26.97,-46.71341028
301,5.253441049,16.76448934,-27.90079564,18.20144557,-30.29229241,21.07535803,-35.07528594,23.94927048,-39.85827948,26.34419753,-43.84410743,27.78115376,-46.2356042
302,5.270894341,17.24887205,-27.60396553,18.7273468,-29.97001972,21.68429629,-34.70212809,24.64124579,-39.43423647,27.10537037,-43.37766012,28.58384511,-45.74371431
303,5.288347634,17.72800059,-27.29872699,19.2475435,-29.63861787,22.28662931,-34.31839964,25.32571513,-38.99818141,27.85828664,-42.89799955,29.37782955,-45.23789043
304,5.305800926,18.20172901,-26.98517299,19.76187721,-29.29818781,22.88217361,-33.92421747,26.00247001,-38.55024712,28.60271701,-42.40527184,30.16286521,-44.71828666
305,5.323254219,18.669913,-26.66339904,20.27019126,-28.94883325,23.47074778,-33.51970165,26.67130429,-38.09057006,29.33843472,-41.89962707,30.93871298,-44.18506127
306,5.340707511,19.13240996,-26.33350317,20.77233082,-28.59066058,24.05217252,-33.10497541,27.33201423,-37.61929024,30.06521565,-41.38121926,31.70513651,-43.63837668
307,5.358160804,19.589079,-25.99558585,21.26814292,-28.22377893,24.62627075,-32.68016507,27.98439858,-37.13655122,30.78283843,-40.85020634,32.46190235,-43.07839941
308,5.375614096,20.03978102,-25.64975003,21.75747654,-27.84830003,25.19286757,-32.24540004,28.6282586,-36.64250004,31.49108446,-40.30675005,33.20877998,-42.50530005
309,5.393067389,20.48437873,-25.29610105,22.24018262,-27.46433828,25.7517904,-31.80081274,29.26339818,-36.13728721,32.189738,-39.75101593,33.94554189,-41.91925316
310,5.410520681,20.9227367,-24.93474662,22.71611413,-27.07201062,26.30286899,-31.34653861,29.88962385,-35.62106661,32.87858624,-39.18317327,34.67196367,-41.32043726
311,5.427973974,21.35472139,-24.56579684,23.18512608,-26.67143657,26.84593547,-30.88271602,30.50674485,-35.09399548,33.55741933,-38.60339503,35.38782402,-40.70903476
312,5.445427266,21.78020124,-24.18936407,23.64707563,-26.26273813,27.38082441,-30.40948626,31.1145732,-34.55623438,34.22603052,-38.01185782,36.09290491,-40.08523189
313,5.462880559,22.19904662,-23.80556299,24.10182204,-25.84603982,27.90737289,-29.92699347,31.71292374,-34.00794713,34.88421612,-37.40874184,36.78699154,-39.44921867
314,5.480333851,22.61112996,-23.4145105,24.54922681,-25.42146854,28.42542052,-29.43538463,32.30161423,-33.44930072,35.53177565,-36.79423079,37.4698725,-38.80118883
315,5.497787144,23.01632573,-23.01632573,24.98915365,-24.98915365,28.93480949,-28.93480949,32.88046533,-32.88046533,36.16851186,-36.16851186,38.14133978,-38.14133978
316,5.515240436,23.4145105,-22.61112996,25.42146854,-24.54922681,29.43538463,-28.42542052,33.44930072,-32.30161423,36.79423079,-35.53177565,38.80118883,-37.4698725
317,5.532693729,23.80556299,-22.19904662,25.84603982,-24.10182204,29.92699347,-27.90737289,34.00794713,-31.71292374,37.40874184,-34.88421612,39.44921867,-36.78699154
318,5.550147021,24.18936407,-21.78020124,26.26273813,-23.64707563,30.40948626,-27.38082441,34.55623438,-31.1145732,38.01185782,-34.22603052,40.08523189,-36.09290491
319,5.567600314,24.56579684,-21.35472139,26.67143657,-23.18512608,30.88271602,-26.84593547,35.09399548,-30.50674485,38.60339503,-33.55741933,40.70903476,-35.38782402
320,5.585053606,24.93474662,-20.9227367,27.07201062,-22.71611413,31.34653861,-26.30286899,35.62106661,-29.88962385,39.18317327,-32.87858624,41.32043726,-34.67196367
321,5.602506899,25.29610105,-20.48437873,27.46433828,-22.24018262,31.80081274,-25.7517904,36.13728721,-29.26339818,39.75101593,-32.189738,41.91925316,-33.94554189
322,5.619960191,25.64975003,-20.03978102,27.84830003,-21.75747654,32.24540004,-25.19286757,36.64250004,-28.6282586,40.30675005,-31.49108446,42.50530005,-33.20877998
323,5.637413484,25.99558585,-19.589079,28.22377893,-21.26814292,32.68016507,-24.62627075,37.13655122,-27.98439858,40.85020634,-30.78283843,43.07839941,-32.46190235
324,5.654866776,26.33350317,-19.13240996,28.59066058,-20.77233082,33.10497541,-24.05217252,37.61929024,-27.33201423,41.38121926,-30.06521565,43.63837668,-31.70513651
325,5.672320069,26.66339904,-18.669913,28.94883325,-20.27019126,33.51970165,-23.47074778,38.09057006,-26.67130429,41.89962707,-29.33843472,44.18506127,-30.93871298
326,5.689773362,26.98517299,-18.20172901,29.29818781,-19.76187721,33.92421747,-22.88217361,38.55024712,-26.00247001,42.40527184,-28.60271701,44.71828666,-30.16286521
327,5.707226654,27.29872699,-17.72800059,29.63861787,-19.2475435,34.31839964,-22.28662931,38.99818141,-25.32571513,42.89799955,-27.85828664,45.23789043,-29.37782955
328,5.724679947,27.60396553,-17.24887205,29.97001972,-18.7273468,34.70212809,-21.68429629,39.43423647,-24.64124579,43.37766012,-27.10537037,45.74371431,-28.58384511
329,5.742133239,27.90079564,-16.76448934,30.29229241,-18.20144557,35.07528594,-21.07535803,39.85827948,-23.94927048,43.84410743,-26.34419753,46.2356042,-27.78115376
330,5.759586532,28.18912689,-16.275,30.60533777,-17.67,35.43775952,-20.46,40.27018128,-23.25,44.2971994,-25.575,46.5,-26.97
331,5.777039824,28.46887147,-15.78055314,30.90906045,-17.13317198,35.78943842,-19.83840966,40.66981638,-22.54364734,44.73679802,-24.79801208,46.5,-26.15063092
332,5.794493117,28.73994415,-15.28129937,31.20336793,-16.59112503,36.1302155,-19.21077635,41.05706307,-21.83042767,45.16276937,-24.01347044,46.5,-25.3232961
333,5.811946409,29.00226236,-14.77739077,31.48817056,-16.04402426,36.45998697,-18.57729125,41.43180337,-21.11055824,45.57498371,-23.22161406,46.5,-24.48824756
334,5.829399702,29.25574621,-14.26898083,31.7633816,-15.49203633,36.77865237,-17.93814733,41.79392315,-20.38425833,45.97331547,-22.42268416,46.5,-23.64573966
335,5.846852994,29.50031847,-13.75622442,32.02891719,-14.93532937,37.08611465,-17.29353927,42.1433121,-19.65174917,46.35764331,-21.61692409,46.5,-22.79602904
336,5.864306287,29.73590465,-13.23927773,32.28469647,-14.37407297,37.38228013,-16.64366343,42.47986378,-18.9132539,46.5,-20.80457929,46.5,-21.93937453
337,5.881759579,29.96243298,-12.71829823,32.53064152,-13.80843808,37.6670586,-15.98871778,42.80347569,-18.16899747,46.5,-19.98589722,46.5,-21.07603707
338,5.899212872,30.17983447,-12.19344462,32.76667742,-13.23859701,37.94036333,-15.3289018,43.11404924,-17.41920659,46.5,-19.16112725,46.5,-20.20627965
339,5.916666164,30.38804288,-11.66487676,32.99273227,-12.66472334,38.20211105,-14.6644165,43.41148983,-16.66410965,46.5,-18.33052062,46.5,-19.3303672
340,5.934119457,30.58699481,-11.13275567,33.20873722,-12.08699187,38.45222204,-13.99546426,43.69570687,-15.90393666,46.5,-17.49433033,46.5,-18.44856653
341,5.951572749,30.77662964,-10.59724343,33.41462646,-11.50557858,38.69062011,-13.32224888,43.96661377,-15.13891918,46.5,-16.6528111,46.5,-17.56114625
342,5.969026042,30.95688961,-10.05850317,33.61033729,-10.92066058,38.91723265,-12.64497541,44.22412801,-14.36929024,46.5,-15.80621926,46.5,-16.66837668
343,5.986479334,31.12771981,-9.516698989,33.79581008,-10.33241604,39.13199061,-11.96385016,44.46817115,-13.59528427,46.5,-14.9548127,46.5,-15.77052975
344,6.003932627,31.2890682,-8.971995932,33.97098833,-9.741024155,39.3348286,-11.2790806,44.69866886,-12.81713705,46.5,-14.09885075,46.5,-15.06748176
345,6.021385919,31.44088565,-8.424559918,34.1358187,-9.146665054,39.52568481,-10.59087533,44.91555092,-12.0350856,46.5,-13.23859416,46.5,-15.12954394
346,6.038839212,31.58312589,-7.874557702,34.29025097,-8.54951979,39.70450112,-9.899443968,45.11875127,-11.24936815,46.5,-12.37430496,46.5,-15.18789185
347,6.056292504,31.71574561,-7.322156819,34.43423809,-7.949770261,39.87122305,-9.204997144,45.30820801,-10.46022403,46.5,-11.50624643,46.5,-15.24246836
348,6.073745797,31.8387044,-6.767525536,34.56773621,-7.347599153,40.02579982,-8.507746388,45.48386343,-9.667893623,46.5,-10.63468299,46.5,-15.29322004
349,6.091199089,31.95196482,-6.2108328,34.69070466,-6.743189897,40.16818435,-7.807904091,45.64566403,-8.872618285,46.5,-9.759880114,46.5,-15.34009713
350,6.108652382,32.05549236,-5.652248183,34.80310599,-6.136726599,40.29833325,-7.10568343,45.79356052,-8.074640262,46.5,-8.882104288,46.5,-15.38305366
351,6.126105675,32.14925549,-5.091941837,34.90490596,-5.528393995,40.4162069,-6.401298309,45.92750784,-7.274202624,46.5,-8.001622887,46.5,-15.42204747
352,6.143558967,32.23322564,-4.530084436,34.99607355,-4.918377388,40.52176937,-5.694963291,46.0474652,-6.471549195,46.5,-7.118704114,46.5,-15.45704028
353,6.16101226,32.30737724,-3.966847128,35.076581,-4.306862596,40.61498853,-4.986893532,46.15339605,-5.666924468,46.5,-6.233616915,46.5,-15.48799771
354,6.178465552,32.37168769,-3.402401479,35.14640378,-3.694035892,40.69583596,-4.277304717,46.24526813,-4.860573542,46.5,-5.346630896,46.5,-15.51488933
355,6.195918845,32.42613742,-2.836919426,35.20552063,-3.080083949,40.76428705,-3.566412993,46.32305346,-4.052742038,46.5,-4.458016242,46.5,-15.53768871
356,6.213372137,32.47070984,-2.27057322,35.25391354,-2.465193782,40.82032094,-2.854434906,46.38672834,-3.243676029,46.5,-3.568043632,46.5,-15.55637341
357,6.23082543,32.50539136,-1.703535376,35.29156776,-1.849552694,40.86392056,-2.141587329,46.43627337,-2.433621965,46.5,-2.676984162,46.5,-15.57092506
358,6.248278722,32.53017142,-1.135978618,35.31847183,-1.233348213,40.89507264,-1.428087405,46.47167346,-1.622826597,46.5,-1.785109256,46.5,-15.58132933
359,6.265732015,32.54504248,-0.56807583,35.33461755,-0.616768043,40.91376769,-0.714152471,46.49291782,-0.811536899,46.5,-0.892690589,46.5,-15.587576
360,6.283185307,32.55,-7.98E-15,35.34,-8.66E-15,40.92,-1.00E-14,46.5,-1.14E-14,46.5,-0.595854659,46.5,-15.5896589
